image_url,artist,title,top_year,class
https://cdnimg.melon.co.kr/cm/album/images/003/09/703/309703_500.jpg/melon/resize/48/quality/80/optimize,해바라기,모두가 사랑이예요,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/590/4590_500.jpg/melon/resize/48/quality/80/optimize,이은하,사랑도 못해본 사람은,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/223/4223_500.jpg/melon/resize/48/quality/80/optimize,심수봉,그대와 탱고를,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/22/351/322351_500.jpg/melon/resize/48/quality/80/optimize,김창완,어머니와 고등어,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/00/117/117_500.jpg/melon/resize/48/quality/80/optimize,신형원,사람들,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/408/4408_500.jpg/melon/resize/48/quality/80/optimize,윤시내,사랑의 시,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/023/4023_500.jpg/melon/resize/48/quality/80/optimize,이혜민(배따라기),은지,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/05/195/5195_500.jpg/melon/resize/48/quality/80/optimize,홍서범,가난한 연인들의 기도,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/05/050/5050_500.jpg/melon/resize/48/quality/80/optimize,하남석,우는 아인 바보야,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/34/769/34769_500.jpg/melon/resize/48/quality/80/optimize,최헌,카사블랑카,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/08/865/8865_500.jpg/melon/resize/48/quality/80/optimize,정수라,아! 대한민국,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/10/203/310203_500.jpg/melon/resize/48/quality/80/optimize,김수철,나도야 간다,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/848/4848_500.jpg/melon/resize/48/quality/80/optimize,조용필,정의 마음,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/794/4794_500.jpg/melon/resize/48/quality/80/optimize,전영록,사랑은 연필로 쓰세요,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/10/201/310201_500.jpg/melon/resize/48/quality/80/optimize,김수철,별리,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/04/794/4794_500.jpg/melon/resize/48/quality/80/optimize,전영록,그대가 미워요,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/10/360/310360_500.jpg/melon/resize/48/quality/80/optimize,백영규,얼룩진 상처,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/003/11/297/311297_500.jpg/melon/resize/48/quality/80/optimize,정유경,꿈,1984,kpop
https://cdnimg.melon.co.kr/cm/album/images/000/16/580/16580_500.jpg/melon/resize/48/quality/80/optimize,길은정,소중한 사람,1984,kpop
